,Host Response Rate,Host Acceptance Rate,Host Listings Count,Bathrooms,Bedrooms,Beds,Price,Number of Reviews,Geolocation
2151,100.0,100%,11,1.0,2.0,3.0,139.0,27,"42.36395428910655, -71.05158689704922"
2152,100.0,85%,2,1.0,1.0,1.0,135.0,41,"42.36632685323933, -71.0543437678072"
2153,100.0,93%,1,1.0,1.0,1.0,132.0,60,"42.3363154341175, -71.08437459693069"
2154,95.0,56%,5,1.0,1.0,1.0,70.0,26,"42.327016517340766, -71.08146902307013"
2156,93.0,57%,17,1.0,1.0,1.0,35.0,3,"42.31710873613846, -71.08077882265508"
2157,100.0,30%,1,1.0,1.0,1.0,399.0,13,"42.3474854524612, -71.0731259265208"
2158,71.0,98%,363,1.0,1.0,2.0,229.0,17,"42.34487888239292, -71.06312885220463"
2159,100.0,100%,1,1.0,1.0,1.0,100.0,26,"42.34096120424673, -71.0664132066654"
2160,100.0,91%,52,1.0,0.0,1.0,137.0,1,"42.34468465143812, -71.07663303521966"
2161,100.0,75%,11,1.0,1.0,1.0,175.0,27,"42.34032332598296, -71.0757153441531"
2162,100.0,100%,2,1.0,2.0,2.0,185.0,37,"42.34551716169836, -71.06939492583996"
2163,60.0,88%,1,1.0,1.0,1.0,70.0,7,"42.316784624886786, -71.10731719179363"
2164,100.0,83%,1,1.0,1.0,1.0,90.0,42,"42.314827484606575, -71.11295481151114"
2165,100.0,100%,3,1.0,1.0,2.0,150.0,71,"42.315922709721605, -71.09957962869748"
2166,100.0,100%,1,1.0,1.0,4.0,130.0,59,"42.315273686297644, -71.10846155035345"
2167,100.0,100%,1,2.0,2.0,2.0,240.0,108,"42.3185688067565, -71.11415408323548"
2168,100.0,82%,1,1.0,1.0,1.0,100.0,8,"42.32186357179841, -71.10374748421248"
2169,100.0,100%,1,1.0,2.0,4.0,300.0,0,"42.3110232774222, -71.11899338510045"
2171,100.0,100%,1,1.0,1.0,1.0,71.0,198,"42.31713375085383, -71.10965966211438"
2172,100.0,100%,1,1.0,1.0,2.0,72.0,5,"42.30778740249572, -71.11077966593278"
2173,100.0,89%,4,1.0,1.0,1.0,60.0,8,"42.32141474891377, -71.10676417176671"
2174,100.0,100%,2,1.0,1.0,2.0,99.0,122,"42.3177858597241, -71.10513643573292"
2175,100.0,78%,1,1.0,0.0,1.0,125.0,67,"42.31643683590324, -71.10342311812423"
2176,97.0,81%,21,1.0,1.0,1.0,239.0,4,"42.33376385933934, -71.10079693531384"
2177,100.0,68%,3,2.0,3.0,3.0,275.0,28,"42.33085067643886, -71.09655381597143"
2178,98.0,55%,749,1.0,1.0,1.0,169.0,0,"42.33517883916313, -71.10149178764377"
2179,100.0,93%,12,2.0,1.0,1.0,115.0,9,"42.33285412870826, -71.1011504927296"
2181,90.0,86%,1,1.0,1.0,1.0,65.0,50,"42.32739596445591, -71.10508282460825"
2182,93.0,57%,17,1.0,1.0,1.0,35.0,2,"42.30613474700478, -71.07287448194876"
2183,100.0,67%,7,1.0,1.0,2.0,250.0,2,"42.34806598463925, -71.04014163569666"
2184,98.0,55%,749,1.0,1.0,1.0,169.0,0,"42.353311244901676, -71.04719418586498"
2185,98.0,55%,749,2.0,3.0,3.0,279.0,0,"42.35132519058514, -71.0463973183474"
2186,100.0,100%,1,1.0,1.0,1.0,109.0,68,"42.32853395530837, -71.05385853923919"
2188,100.0,91%,2,1.5,1.0,1.0,130.0,95,"42.335694688615064, -71.05126740362168"
2189,100.0,100%,1,1.0,1.0,1.0,110.0,32,"42.332483668630324, -71.04941730393529"
2190,100.0,92%,1,2.0,2.0,2.0,250.0,11,"42.33137595295034, -71.04201158979151"
2192,100.0,0%,1,1.0,1.0,1.0,150.0,1,"42.334774636083, -71.04995357863712"
2193,100.0,67%,1,1.0,1.0,1.0,100.0,13,"42.33464730364794, -71.05176023507319"
2194,100.0,80%,1,1.0,1.0,1.0,150.0,8,"42.32963890001429, -71.05510714056209"
2195,90.0,78%,6,1.0,1.0,1.0,40.0,34,"42.355016784164235, -71.12759005765862"
2196,71.0,98%,363,1.0,1.0,1.0,179.0,1,"42.36424315185366, -71.13135873481028"
2197,99.0,93%,24,1.0,1.0,1.0,79.0,0,"42.36141251934717, -71.12586980051938"
2199,10.0,83%,2,1.0,1.0,1.0,185.0,0,"42.34630942687163, -71.13481395798996"
2200,100.0,88%,1,1.0,1.0,1.0,75.0,2,"42.35075578295176, -71.12870645433885"
2201,99.0,93%,24,1.0,1.0,1.0,89.0,7,"42.359420516492605, -71.12733180344243"
2202,71.0,98%,363,2.0,3.0,3.0,259.0,0,"42.34955268268768, -71.1296086939324"
2203,71.0,98%,363,2.0,3.0,3.0,279.0,0,"42.349669964024066, -71.13048927290141"
2204,100.0,100%,12,1.0,1.0,1.0,80.0,0,"42.38496528480538, -71.08352723669331"
2205,100.0,100%,2,1.0,1.0,1.0,68.0,1,"42.30330535646915, -71.1619398409124"
2210,99.0,93%,24,1.0,1.0,1.0,69.0,7,"42.36088058647316, -71.14139966710846"
2211,100.0,100%,1,1.0,1.0,4.0,70.0,104,"42.34126052063228, -71.15717343397297"
2213,100.0,100%,1,1.0,1.0,1.0,75.0,37,"42.295118297185226, -71.14877023989011"
2214,100.0,97%,2,1.5,2.0,2.0,198.0,1,"42.318782880375544, -71.05250958626822"
2216,100.0,100%,2,1.0,1.0,1.0,85.0,1,"42.32553011520414, -71.06363726252295"
2217,79.0,100%,18,1.0,1.0,1.0,49.0,9,"42.32001844049547, -71.05495674469714"
2218,100.0,100%,1,1.0,2.0,2.0,96.0,2,"42.31469597738042, -71.05816897117434"
2219,100.0,0%,1,1.0,1.0,1.0,75.0,11,"42.29703217495325, -71.06703984201735"
2220,100.0,100%,1,1.0,1.0,1.0,65.0,3,"42.311896610846375, -71.07336742551375"
2221,100.0,73%,2,1.0,2.0,3.0,153.0,0,"42.31587738550808, -71.06323102602212"
2222,80.0,100%,4,1.0,1.0,1.0,70.0,4,"42.31725532498189, -71.0538550102279"
2223,100.0,100%,1,1.0,2.0,2.0,195.0,15,"42.31137052353651, -71.05185431619402"
2224,100.0,94%,7,1.0,1.0,2.0,129.0,1,"42.35998942487115, -71.06969178197353"
2225,77.0,33%,16,1.0,0.0,1.0,129.0,1,"42.357094621650276, -71.06919153389475"
2226,100.0,67%,2,2.0,2.0,2.0,400.0,34,"42.34968123878315, -71.05680924511469"
2228,89.0,45%,558,2.0,2.0,2.0,349.0,5,"42.343452988176544, -71.10166759098244"
2229,100.0,100%,1,1.0,1.0,1.0,98.0,4,"42.34116407203106, -71.09026447274215"
2231,100.0,100%,1,1.0,1.0,1.0,170.0,0,"42.341807827040576, -71.08998728516382"
2233,100.0,100%,1,1.0,2.0,3.0,295.0,29,"42.34408527141049, -71.0964367666906"
2235,100.0,95%,3,1.0,1.0,1.0,85.0,8,"42.33879655229844, -71.14797600851912"
2236,100.0,58%,4,1.0,2.0,1.0,149.0,8,"42.34453844883631, -71.06602187825182"
2237,100.0,0%,1,1.0,0.0,1.0,170.0,2,"42.3453930785548, -71.06303905951947"
2238,100.0,100%,2,1.0,2.0,2.0,238.0,9,"42.34426013201698, -71.06652566121373"
2239,90.0,75%,2,1.0,2.0,3.0,250.0,40,"42.34362090082919, -71.067992576338"
2240,100.0,94%,6,0.0,1.0,1.0,500.0,0,"42.34176322657491, -71.07539721966455"
2241,99.0,81%,30,1.0,1.0,4.0,155.0,26,"42.350494200056104, -71.08851658067448"
2242,100.0,57%,1,1.0,1.0,1.0,150.0,15,"42.348808422721824, -71.08897714796561"
2243,100.0,99%,15,2.0,2.0,2.0,425.0,83,"42.34923735794017, -71.08452694664724"
2244,71.0,98%,363,1.0,1.0,1.0,189.0,0,"42.345201099550245, -71.07882827612877"
2245,100.0,99%,4,1.0,1.0,1.0,180.0,85,"42.342308681407154, -71.08279042616411"
2246,100.0,36%,307,2.0,2.0,3.0,276.0,13,"42.34659832547842, -71.0801231873253"
2247,89.0,45%,558,1.5,2.0,2.0,299.0,10,"42.34654267232068, -71.07853071772206"
2248,100.0,100%,1,1.0,1.0,2.0,300.0,0,"42.34932836669501, -71.08485519356563"
2249,100.0,100%,1,1.0,0.0,1.0,200.0,3,"42.35225241644322, -71.07175693122319"
2250,98.0,66%,22,1.0,2.0,2.0,150.0,3,"42.35147091712026, -71.08320443523486"
2251,100.0,100%,1,1.0,2.0,2.0,279.0,0,"42.349269982958894, -71.09050312470507"
2252,100.0,83%,1,1.0,1.0,1.0,259.0,33,"42.354685456502786, -71.08154426285475"
2253,100.0,93%,1,1.5,1.0,1.0,140.0,35,"42.34940348733903, -71.08680791113028"
2255,100.0,75%,1,1.0,0.0,1.0,143.0,16,"42.38159417885396, -71.07891531143875"
2256,100.0,100%,4,1.0,1.0,1.0,295.0,90,"42.37833821738547, -71.06662682158364"
2257,100.0,100%,4,1.0,1.0,1.0,235.0,76,"42.376551110585275, -71.06676905680453"
2258,100.0,40%,1,1.0,1.0,1.0,275.0,15,"42.38302343438471, -71.07122356836285"
2259,89.0,45%,558,1.0,2.0,2.0,349.0,6,"42.36435857501135, -71.06953390564962"
2260,89.0,45%,558,1.0,1.0,1.0,249.0,0,"42.36386502353799, -71.06895043843967"
2261,100.0,92%,5,1.0,2.0,2.0,147.0,13,"42.36078945285849, -71.06710893749593"
2262,100.0,100%,1,1.0,2.0,1.0,250.0,2,"42.36057290297437, -71.06548638624518"
2263,91.0,94%,11,1.0,1.0,1.0,189.0,15,"42.35744256035078, -71.06903190739797"
2264,100.0,97%,4,1.0,0.0,1.0,160.0,5,"42.34386190737302, -71.07419704066525"
2265,100.0,75%,11,1.0,2.0,3.0,200.0,52,"42.340943167893215, -71.07704194672662"
2266,100.0,100%,4,1.0,1.0,2.0,299.0,0,"42.33618514454923, -71.07342145580922"
2269,100.0,100%,1,2.0,1.0,1.0,149.0,12,"42.34442714881363, -71.06408580697922"
2271,98.0,68%,24,1.5,2.0,3.0,235.0,37,"42.33745977503256, -71.0746241517216"
2272,100.0,100%,5,2.0,1.0,1.0,99.0,0,"42.34944852973999, -71.090417863281"
2273,100.0,94%,2,1.0,1.0,1.0,80.0,12,"42.350461234336215, -71.08838128459587"
2274,100.0,100%,1,1.0,1.0,1.0,235.0,20,"42.34889611188792, -71.0841468448245"
2275,100.0,100%,1,1.0,0.0,1.0,160.0,14,"42.35483811492339, -71.07631445495048"
2276,71.0,98%,363,1.0,1.0,1.0,139.0,13,"42.349203098042544, -71.08036997373881"
2277,100.0,100%,1,2.0,3.0,3.0,450.0,1,"42.34520351943119, -71.079508113058"
2278,100.0,100%,1,2.0,2.0,2.0,425.0,15,"42.35047673029913, -71.08577905720527"
2279,100.0,100%,1,1.0,1.0,3.0,100.0,2,"42.34413959667544, -71.08409557166532"
2280,98.0,66%,22,1.0,0.0,1.0,229.0,5,"42.35776698226426, -71.07210011995728"
2281,89.0,45%,558,2.0,2.0,2.0,329.0,6,"42.352780715249274, -71.06332535885315"
2282,100.0,100%,1,1.0,3.0,3.0,334.0,135,"42.354392975346144, -71.06009357094518"
2283,100.0,69%,122,1.0,1.0,1.0,220.0,0,"42.36451713943761, -71.06356100211109"
2285,100.0,93%,12,1.0,0.0,1.0,175.0,5,"42.35889162856031, -71.06166258935436"
2286,50.0,100%,1,2.0,2.0,3.0,250.0,7,"42.35495597184988, -71.05948774493787"
2287,100.0,99%,4,1.0,1.0,2.0,225.0,25,"42.35493353629534, -71.06238746745623"
2288,96.0,68%,313,1.0,1.0,2.0,219.0,0,"42.343221756973186, -71.1000791621153"
2289,100.0,83%,1,1.0,1.0,2.0,85.0,3,"42.346420377988224, -71.0936897721571"
2290,98.0,55%,749,1.0,1.0,1.0,169.0,2,"42.344921950788084, -71.10009487037277"
2291,98.0,55%,749,2.0,2.0,2.0,319.0,0,"42.3454216464319, -71.09988207830347"
2292,90.0,100%,3,1.0,1.0,1.0,150.0,8,"42.347962376953326, -71.09706443543142"
2293,100.0,100%,18,1.0,1.0,1.0,99.0,24,"42.36952991188522, -71.03515085321243"
2294,100.0,85%,2,1.0,1.0,1.0,85.0,4,"42.37049926804039, -71.03556083866216"
2295,100.0,64%,1,1.0,1.0,1.0,200.0,14,"42.372437579813564, -71.03646968180121"
2296,70.0,70%,1,1.0,0.0,1.0,150.0,10,"42.377380676697406, -71.05041078672215"
2297,17.0,100%,1,1.5,1.0,1.0,175.0,0,"42.38181091994198, -71.06597189295363"
2298,100.0,85%,4,1.0,1.0,1.0,195.0,0,"42.37508432707183, -71.05812700596243"
2299,100.0,0%,1,1.0,1.0,1.0,200.0,2,"42.375882834949905, -71.05973714889127"
2300,100.0,89%,10,1.0,1.0,1.0,80.0,5,"42.383907080542, -71.07878595806467"
2301,100.0,36%,307,2.0,2.0,2.0,119.0,0,"42.36428350076047, -71.06535458734923"
2302,100.0,36%,307,2.0,3.0,4.0,224.0,10,"42.363852272442465, -71.06469885843521"
2303,98.0,55%,749,2.0,2.0,2.0,199.0,0,"42.36514743907026, -71.06754832855776"
2305,90.0,90%,2,1.0,1.0,2.0,280.0,3,"42.36342019650638, -71.07108145608237"
2306,100.0,100%,1,1.0,0.0,1.0,99.0,1,"42.35998238011228, -71.06812793775775"
2307,38.0,77%,2,1.0,1.0,1.0,75.0,7,"42.35847192699124, -71.06826281362132"
2308,100.0,83%,3,1.0,1.0,1.0,100.0,1,"42.35736754953065, -71.06513533397623"
2309,100.0,100%,1,1.0,0.0,1.0,150.0,8,"42.352409414178034, -71.06484533300151"
2310,100.0,100%,3,1.0,0.0,1.0,200.0,0,"42.36006717639114, -71.06746134835807"
2311,92.0,69%,3,1.0,1.0,1.0,80.0,4,"42.28550923808123, -71.06863201084887"
2312,100.0,94%,22,1.0,1.0,1.0,31.0,2,"42.28482106088894, -71.07315060395814"
2314,98.0,55%,749,2.0,3.0,3.0,379.0,0,"42.35194789894098, -71.04655412548513"
2315,100.0,97%,1,1.0,1.0,1.0,99.0,102,"42.33025092146309, -71.05624024290628"
2317,100.0,99%,15,1.0,2.0,2.0,185.0,46,"42.33433822499891, -71.04482923530661"
2318,100.0,90%,1,1.0,1.0,1.0,175.0,28,"42.33673999221773, -71.04212152939327"
2319,100.0,87%,2,1.0,2.0,3.0,250.0,64,"42.340983030367596, -71.05023467583233"
2320,100.0,100%,2,1.0,1.0,1.0,119.0,0,"42.36053024971302, -71.12395222441882"
2321,100.0,63%,9,1.5,1.0,1.0,45.0,1,"42.35452544933531, -71.13657899368661"
2323,90.0,56%,1,1.0,0.0,1.0,95.0,0,"42.35465926298752, -71.12928642343341"
2324,33.0,100%,1,1.0,0.0,1.0,150.0,4,"42.351224880414264, -71.13161808935436"
2325,100.0,100%,1,2.0,3.0,3.0,279.0,11,"42.35585153546842, -71.12821635393416"
2326,71.0,98%,363,2.0,2.0,2.0,239.0,0,"42.364314992851476, -71.12985757765766"
2327,100.0,98%,3,1.0,1.0,1.0,80.0,6,"42.35417693143646, -71.13261620284979"
2328,100.0,100%,1,0.5,1.0,1.0,25.0,2,"42.34805570962588, -71.13905558822462"
2329,100.0,100%,1,1.0,1.0,1.0,39.0,4,"42.3346568973843, -71.11345643936876"
2330,69.0,100%,1,1.0,1.0,1.0,135.0,11,"42.35602450940162, -71.14814078719982"
2332,100.0,94%,5,1.0,1.0,1.0,42.0,2,"42.35907680533266, -71.1440690561767"
2333,100.0,50%,2,1.5,5.0,6.0,400.0,54,"42.352724933744454, -71.16881965750625"
2334,99.0,93%,24,3.0,1.0,1.0,85.0,22,"42.358743453354435, -71.14000462888497"
2336,100.0,100%,1,1.0,1.0,2.0,115.0,7,"42.33689823185859, -71.15018022581783"
2337,78.0,92%,2,1.0,0.0,1.0,130.0,1,"42.34555339138632, -71.13660701547624"
2339,78.0,82%,6,1.0,1.0,1.0,45.0,2,"42.23688869235556, -71.13291248005028"
2340,100.0,100%,1,1.0,1.0,1.0,50.0,0,"42.267733834386085, -71.13046552477059"
2341,100.0,94%,22,1.0,1.0,1.0,31.0,2,"42.28365769714569, -71.07276273437229"
2342,100.0,94%,22,1.0,1.0,1.0,34.0,4,"42.304391946660466, -71.0706212965608"
2343,100.0,45%,1,1.0,1.0,2.0,79.0,53,"42.30829282796033, -71.07664166756541"
2344,100.0,70%,8,1.0,1.0,1.0,80.0,4,"42.29197221158543, -71.06408823227704"
2345,100.0,100%,2,1.5,1.0,1.0,52.0,12,"42.282535052886175, -71.0862568309707"
2346,100.0,86%,1,1.5,1.0,2.0,35.0,41,"42.314864810404906, -71.06565961173087"
2347,100.0,100%,7,2.0,1.0,2.0,77.0,222,"42.309448620671525, -71.04554951604072"
2348,79.0,100%,18,1.0,1.0,1.0,59.0,2,"42.31317861727431, -71.05637455090607"
2349,100.0,95%,3,1.0,1.0,2.0,70.0,3,"42.28174863211172, -71.08586808250138"
2350,100.0,95%,3,1.0,1.0,1.0,65.0,14,"42.28373701341802, -71.08581155946561"
2351,94.0,91%,5,1.0,2.0,3.0,150.0,7,"42.330081574861445, -71.10310101113842"
2352,100.0,94%,11,1.0,0.0,2.0,149.0,101,"42.339382787710306, -71.10017235240565"
2354,100.0,69%,122,2.0,2.0,2.0,361.0,0,"42.35182860560342, -71.0593418210191"
2355,100.0,99%,2,1.0,1.0,2.0,159.0,36,"42.36396139522814, -71.05462384037729"
2356,100.0,100%,11,3.0,3.0,5.0,399.0,0,"42.364751725711294, -71.05228017156112"
2358,100.0,95%,4,1.0,2.0,2.0,380.0,75,"42.366148273352934, -71.05257865342544"
2359,100.0,0%,1,1.0,1.0,1.0,175.0,11,"42.368093897689164, -71.0567159807761"
2361,100.0,90%,7,1.0,1.0,1.0,195.0,23,"42.32852347771993, -71.09539243911993"
2362,90.0,36%,2,1.0,2.0,3.0,450.0,19,"42.33851670676716, -71.07949731088966"
2363,71.0,98%,363,1.0,1.0,2.0,289.0,14,"42.3463399059288, -71.06438062261992"
2364,100.0,70%,1,1.0,2.0,2.0,250.0,2,"42.33902208244409, -71.07704210917748"
2365,100.0,100%,3,1.0,1.0,1.0,49.0,0,"42.282224755841604, -71.11518855890074"
2366,100.0,100%,1,1.0,1.0,1.0,95.0,33,"42.28907107085577, -71.12823296377442"
2367,100.0,89%,1,1.0,1.0,1.0,80.0,57,"42.30398455761773, -71.10449360644687"
2368,36.0,93%,1,1.0,1.0,1.0,63.0,3,"42.31951000434093, -71.10537660326158"
2369,100.0,100%,2,1.0,1.0,1.0,62.0,20,"42.29985744012216, -71.11235604348676"
2371,100.0,17%,1,1.5,2.0,3.0,200.0,11,"42.31813877306128, -71.1036735352925"
2372,100.0,63%,2,1.0,2.0,2.0,205.0,14,"42.30455930241627, -71.11364252468704"
2374,100.0,100%,2,2.0,4.0,5.0,184.0,0,"42.308816078841446, -71.11392840097396"
2375,100.0,83%,1,2.0,2.0,2.0,180.0,7,"42.3127790883538, -71.10974082171327"
2376,78.0,82%,6,1.0,1.0,1.0,72.0,1,"42.31408312040112, -71.09973816777216"
2377,100.0,100%,1,2.0,3.0,3.0,168.0,74,"42.30829329002923, -71.12399111717572"
2378,100.0,100%,1,1.0,2.0,2.0,150.0,18,"42.30725435749261, -71.11424733591423"
2379,73.0,100%,4,1.0,1.0,1.0,56.0,4,"42.31161781831933, -71.10385272556012"
2380,100.0,86%,1,1.5,1.0,1.0,75.0,94,"42.32451388795766, -71.10540620416036"
2381,100.0,75%,3,1.0,1.0,1.0,30.0,2,"42.32777505016166, -71.09882993741036"
2382,100.0,50%,1,1.0,1.0,1.0,45.0,1,"42.3324298068691, -71.1012871241284"
2383,89.0,45%,558,1.0,1.0,1.0,199.0,1,"42.33258806838985, -71.10068445938674"
2384,100.0,100%,3,1.0,1.0,3.0,75.0,73,"42.333681739622975, -71.10151731844184"
2385,98.0,55%,749,1.0,1.0,1.0,169.0,0,"42.33384311318831, -71.10181769806175"
2387,100.0,75%,3,1.0,2.0,1.0,200.0,1,"42.32726918388393, -71.09800593457369"
2389,100.0,91%,52,1.0,0.0,1.0,150.0,0,"42.34407303803346, -71.07532811185658"
2391,100.0,91%,52,1.0,0.0,1.0,137.0,0,"42.34366470397223, -71.07562188480422"
2392,100.0,100%,1,1.0,0.0,1.0,166.0,2,"42.335003376033924, -71.0750936145144"
2393,100.0,91%,52,1.0,0.0,1.0,150.0,0,"42.345573115899285, -71.07761895850723"
2395,100.0,0%,3,1.0,2.0,2.0,200.0,3,"42.34075399526022, -71.08183367653695"
2396,100.0,91%,52,1.0,0.0,1.0,147.0,4,"42.34362445699148, -71.07729754504166"
2397,100.0,100%,1,1.0,1.0,1.0,161.0,3,"42.33716831362333, -71.0749956875594"
2398,100.0,100%,6,1.0,1.0,1.0,185.0,16,"42.34414714107277, -71.07272570198928"
2399,100.0,96%,5,1.0,1.0,1.0,130.0,103,"42.34522988307238, -71.07282284007427"
2400,100.0,88%,1,1.0,1.0,1.0,199.0,59,"42.33627763773672, -71.07431077125244"
2401,100.0,100%,4,1.0,1.0,2.0,189.0,0,"42.345491570394245, -71.074562288104"
2402,89.0,45%,558,1.0,1.0,1.0,289.0,5,"42.34648977513371, -71.07975896686729"
2403,89.0,45%,558,1.0,2.0,2.0,449.0,1,"42.344471434571375, -71.08178606219539"
2405,90.0,80%,1,1.0,1.0,1.0,250.0,21,"42.34865395770835, -71.08675315600338"
2406,100.0,67%,1,2.0,2.0,2.0,464.0,40,"42.34272614685374, -71.08235023010138"
2407,100.0,36%,307,2.0,2.0,2.0,119.0,0,"42.34654034032871, -71.07927440328857"
2408,96.0,68%,313,1.5,2.0,3.0,363.0,17,"42.34602594062227, -71.07991736263028"
2409,100.0,0%,1,1.0,1.0,1.0,100.0,0,"42.31362611091293, -71.10819524530064"
2410,86.0,100%,1,1.0,1.0,1.0,149.0,17,"42.3248744740374, -71.10556705192403"
2411,80.0,100%,1,1.0,1.0,1.0,75.0,5,"42.321577937137754, -71.1141153320651"
2412,100.0,100%,1,1.0,1.0,1.0,100.0,24,"42.30711033673986, -71.10582362671403"
2413,100.0,100%,2,1.0,1.0,1.0,75.0,48,"42.320809392430675, -71.10730266023941"
2414,100.0,20%,2,1.0,1.0,1.0,70.0,2,"42.29554924453866, -71.11354968974973"
2415,90.0,73%,1,2.0,5.0,6.0,383.0,20,"42.297155077033906, -71.11190355685282"
2417,0.0,100%,1,1.0,2.0,1.0,95.0,0,"42.32498596629097, -71.10549496200198"
2418,100.0,100%,1,1.0,2.0,2.0,115.0,7,"42.310861936822796, -71.09922327493409"
2419,100.0,100%,2,1.0,1.0,3.0,125.0,0,"42.31721558278527, -71.1079661278404"
2423,100.0,100%,1,1.0,1.0,1.0,74.0,25,"42.329184016697916, -71.1006194248204"
2424,90.0,100%,1,2.5,2.0,2.0,500.0,1,"42.349532351495846, -71.06944196366528"
2425,100.0,57%,1,2.0,2.0,2.0,400.0,5,"42.34839952103118, -71.06802704426589"
2426,98.0,55%,749,1.0,1.0,1.0,219.0,0,"42.350948573088345, -71.06111384419096"
2427,100.0,19%,16,2.0,3.0,6.0,375.0,13,"42.36398159000662, -71.0503089596237"
2428,100.0,19%,16,2.0,2.0,4.0,425.0,2,"42.3636522724642, -71.05123941144093"
2429,90.0,91%,1,1.0,1.0,1.0,160.0,25,"42.36420990160985, -71.05407737754429"
2430,100.0,100%,3,1.5,1.0,1.0,75.0,1,"42.33329530225683, -71.07815404379751"
2431,50.0,100%,1,1.0,1.0,1.0,83.0,0,"42.340369130519875, -71.08227084416176"
2434,90.0,76%,1,1.0,1.0,1.0,75.0,23,"42.34707029449362, -71.07089195770527"
2435,80.0,55%,1,1.0,0.0,1.0,125.0,8,"42.34253285485185, -71.0705170592166"
2436,100.0,100%,2,1.0,1.0,2.0,250.0,77,"42.34379199602544, -71.07285898792072"
2437,100.0,96%,4,1.0,1.0,2.0,204.0,0,"42.35889439429778, -71.0615700591196"
2438,100.0,96%,2,1.0,0.0,1.0,220.0,12,"42.35267903104372, -71.06409034052461"
2439,97.0,84%,11,1.0,0.0,1.0,150.0,20,"42.35984896639969, -71.05779410822251"
2440,100.0,100%,2,1.0,1.0,2.0,299.0,5,"42.35185990571018, -71.06496250691329"
2441,100.0,96%,2,2.0,2.0,3.0,375.0,26,"42.357376002939034, -71.05350942943257"
2442,70.0,91%,1,1.0,1.0,1.0,99.0,46,"42.34238757407687, -71.09725113569735"
2443,100.0,100%,1,1.0,1.0,1.0,199.0,16,"42.34634061888003, -71.0900511112506"
2444,98.0,55%,749,2.0,2.0,2.0,319.0,0,"42.344441836944945, -71.10191008403854"
2445,98.0,55%,749,1.0,1.0,1.0,229.0,1,"42.34474158295014, -71.09970459637874"
2446,98.0,55%,749,2.0,2.0,2.0,319.0,0,"42.345234031197876, -71.10037894040879"
2447,79.0,88%,2,1.0,1.0,1.0,198.0,1,"42.34088038224639, -71.14615876475263"
2448,100.0,99%,2,1.0,1.0,1.0,40.0,101,"42.325214584513375, -71.05860790437293"
2449,67.0,83%,1,1.0,1.0,2.0,329.0,1,"42.348400431160115, -71.04713107925505"
2450,96.0,68%,313,2.0,3.0,4.0,506.0,5,"42.35141568723189, -71.04584520025251"
2451,100.0,76%,4,1.0,1.0,1.0,100.0,24,"42.33590741768553, -71.05536568379574"
2453,100.0,100%,1,1.0,1.0,1.0,190.0,6,"42.336936756368196, -71.05070276078445"
2454,50.0,100%,1,1.0,1.0,1.0,145.0,6,"42.334243409926216, -71.02855061688774"
2455,100.0,95%,1,1.0,1.0,1.0,155.0,100,"42.33746331780153, -71.0450979625928"
2456,100.0,100%,2,1.0,1.0,2.0,175.0,5,"42.338282396960444, -71.05227309453551"
2457,100.0,98%,7,2.0,1.0,1.0,99.0,3,"42.339194005113036, -71.04967212701762"
2458,95.0,99%,6,2.0,1.0,1.0,40.0,95,"42.350194168116474, -71.1421516491063"
2459,100.0,100%,1,1.0,1.0,1.0,88.0,2,"42.34856091860273, -71.1321268843629"
2460,71.0,98%,363,1.0,0.0,0.0,168.0,2,"42.36444257776571, -71.13058404714847"
2462,33.0,100%,1,2.0,1.0,1.0,40.0,0,"42.35303314210909, -71.13159940798838"
2464,71.0,98%,363,2.0,2.0,2.0,259.0,0,"42.36440045797446, -71.13076271051933"
2465,84.0,74%,1,0.0,1.0,2.0,62.0,123,"42.35686087378934, -71.13057789827435"
2467,100.0,100%,8,2.0,1.0,1.0,75.0,32,"42.35819787180854, -71.12901562046952"
2468,100.0,50%,2,1.5,1.0,2.0,125.0,3,"42.351351632081084, -71.16858777360264"
2469,99.0,93%,24,1.0,1.0,1.0,120.0,17,"42.360908454140954, -71.1419871429175"
2471,100.0,70%,2,1.0,1.0,1.0,60.0,0,"42.34438211174568, -71.16745949096205"
2473,0.0,100%,1,1.0,1.0,1.0,65.0,1,"42.290673154385, -71.15114081773952"
2474,100.0,100%,1,1.0,1.0,2.0,60.0,1,"42.27609545484709, -71.16250419223144"
2475,100.0,100%,1,1.5,3.0,4.0,250.0,0,"42.29561418875152, -71.14608079770588"
2476,100.0,96%,1,1.5,1.0,1.0,55.0,71,"42.24404517196913, -71.11786431830197"
2477,67.0,100%,1,1.0,1.0,1.0,55.0,0,"42.255606103527874, -71.12127529128287"
2478,92.0,100%,2,1.0,1.0,1.0,40.0,0,"42.284574949028126, -71.09531867826996"
2479,100.0,100%,3,1.0,1.0,1.0,50.0,1,"42.27136577240509, -71.07785732941949"
2480,98.0,88%,7,1.0,1.0,1.0,55.0,3,"42.283185415860075, -71.0676301992643"
2481,100.0,77%,2,2.5,1.0,2.0,125.0,57,"42.28846783361416, -71.05477404713753"
2483,100.0,94%,22,1.0,4.0,4.0,115.0,0,"42.28391055574667, -71.07209634158006"
2484,100.0,100%,2,1.5,1.0,1.0,59.0,3,"42.285577047862596, -71.08317315502501"
2485,75.0,100%,3,1.0,1.0,1.0,65.0,23,"42.292951292124464, -71.07317264184137"
